RoundID,MatchID,Team Initials,Coach Name,Line-up,Shirt Number,Player Name,Position,Event
1014,8740,TUN,KASPERCZAK Henryk (POL),N,9,Riadh JELASSI,,
308,538,POR,JOSE TORRES (POR),N,4,RIBEIRO,,
97410100,97410013,FRA,DOMENECH Raymond (FRA),S,22,RIBERY,,O70'
1014,8739,COL,GOMEZ Hernan (COL),N,20,RICARD,,
43950100,43950010,BRA,SCOLARI Luiz Felipe (BRA),N,7,RICARDINHO,,
43950100,43950008,ESP,CAMACHO Jose Antonio (ESP),N,13,RICARDO,,
43950100,43950016,POR,OLIVEIRA Antonio (POR),N,16,RICARDO,GK,
308,395,ARG,BILARDO Carlos (ARG),N,3,Ricardo BOCHINI,,
293,901,ESP,SANTAMARIA Jose (URU),N,17,Ricardo GALLEGO,,
1014,8736,JAM,SIMOES Rene (BRA),S,15,Ricardo GARDNER,,
308,395,ARG,BILARDO Carlos (ARG),S,14,Ricardo GIUSTI,,
322,75,BRA,LAZARONI Sebastiao (BRA),S,3,RICARDO GOMES,C,
220,1323,ARG,STABILE Guillermo (ARG),N,20,Ricardo INFANTE,,
278,2199,ARG,MENOTTI Cesar Luis (ARG),N,13,Ricardo LA VOLPE,,
262,2098,URU,PORTA Roberto (URU),S,6,Ricardo PAVONI,,
322,75,BRA,LAZARONI Sebastiao (BRA),N,19,RICARDO ROCHA,,
278,2199,ARG,MENOTTI Cesar Luis (ARG),N,22,Ricardo VILLA,,
204,1111,ESP,GARCIA Amadeo (ESP),S,0,Ricardo ZAMORA,GKC,
208,1219,ITA,NOVO Ferruccio (ITA),S,0,Riccardo CARAPELLESE,C,G7'
322,42,ITA,VICINI Azeglio (ITA),S,6,Riccardo FERRI,,
231,1473,SUI,RAPPAN Karl (AUT),N,16,Richard DUERR,,
308,517,SCO,FERGUSON Alex (SCO),S,2,Richard GOUGH,,
211,1283,FRG,HERBERGER Sepp (FRG),N,17,Richard HERRMANN,,
220,1421,NIR,DOHERTY Peter (NIR),S,5,Richard KEITH,,
293,1051,NZL,ADSHEAD John (NZL),N,1,Richard WILSON,,
322,151,NED,BEENHAKKER Leo (NED),N,11,Richard WITSCHGE,,I70'
43950100,43950004,GER,VOELLER Rudi (GER),N,10,RICKEN,,
293,1051,NZL,ADSHEAD John (NZL),N,3,Ricki HERBERT,,I66'
278,2433,TUN,CHETALI Abdelmajid (TUN),N,17,Ridha ELLOUZ,,
211,1283,TUR,PUPPO Sandro (ITA),S,2,Ridvan BOLATLI,,
1014,8729,DEN,JOHANSSON Bo (SWE),S,3,RIEPER,,Y60' G69'
337,3056,CMR,MICHEL Henri (FRA),S,3,Rigobert SONG,,
278,2433,MEX,ROCA Jose (MEX),N,13,Rigoberto CISNEROS,,
211,1240,BEL,LIVINGSTONE Doug (SCO),S,9,Rik COPPENS,,G67'
238,1596,BRA,FEOLA Vicente (BRA),N,9,RILDO,,
255931,300186512,USA,KLINSMANN Juergen (GER),N,22,RIMANDO,GK,
293,791,URS,BESKOV Konstantin (RUS),S,1,Rinat DASAEV,GK,
337,3053,COL,MATURANA Francisco (COL),S,19,RINCON,,
211,1300,ITA,CZEIZLER Lajos (HUN),N,16,Rino FERRARIO,,
262,2098,NED,MICHELS Rinus (NED),N,5,Rinus ISRAEL,,
97410100,97410005,ARG,Jos� P�KERMAN (ARG),S,10,RIQUELME,,O90'
1014,4000,BRA,ZAGALLO Mario (BRA),S,10,RIVALDO,,
1014,8728,PAR,CARPEGIANI (BRA),N,3,RIVAROLA,,
250,1770,BRA,ZAGALLO Mario (BRA),S,11,RIVELINO,,G24'
97410100,97410003,PAR,RUIZ LEITES Anibal (URU),S,16,RIVEROS,,
262,1986,YUG,MILJANIC Miljan (SRB),N,22,Rizah MESKOVIC,,
206,1179,NOR,HALVORSEN Asbjorn (NOR),N,0,Roald AMUNDSEN,,
337,3055,NOR,OLSEN Egil (NOR),N,19,Roar STRAND,,
262,2098,NED,MICHELS Rinus (NED),S,15,Rob RENSENBRINK,,
337,3058,NED,Dick ADVOCAAT (NED),N,5,Rob WITSCHGE,,
97410100,97410006,NED,VAN BASTEN Marco (NED),S,11,ROBBEN,,G18'
211,1283,TUR,PUPPO Sandro (ITA),S,6,Rober ERYOL,,
293,1051,NZL,ADSHEAD John (NZL),S,6,Robert ALMOND,,O66'
211,1300,SUI,RAPPAN Karl (AUT),S,16,Robert BALLAMAN,,G18'
206,1146,BEL,BUTLER Jack (ENG),N,0,Robert BRAET,,
238,1650,FRA,GUERIN Henri (FRA),S,6,Robert BUDZYNSKI,,
204,1104,FRA,KIMPTON George (ENG),N,0,Robert DEFOSSE,,
211,1236,AUT,NAUSCH Walter (AUT),S,19,Robert DIENST,,
1014,8736,JAM,SIMOES Rene (BRA),S,16,Robert EARLE,,G45' O74'
322,127,SCO,ROXBURGH Andy (SCO),N,21,Robert FLECK,,
262,1952,POL,GORSKI Kazimierz (POL),S,18,Robert GADOCHA,,O85'
238,1650,FRA,GUERIN Henri (FRA),S,16,Robert HERBIN,,
238,1656,SUI,FONI Alfredo (ITA),S,10,Robert HOSP,,
1014,8736,CRO,BLAZEVIC Miroslav (BIH),S,17,Robert JARNI,,
322,201,YUG,OSIM Ivica (BIH),N,17,Robert JARNI,,
211,1236,SCO,BATTIE Andy (SCO),N,15,Robert JOHNSTONE,,
211,1276,FRA,PIBAROT Pierre (FRA),S,10,Robert JONQUET,C,
211,1236,AUT,NAUSCH Walter (AUT),S,7,Robert KOERNER,,
204,1108,BEL,GOETINCK Hector (BEL),N,0,Robert LAMOOT,,
1014,8740,ENG,HODDLE Glenn (ENG),N,17,Robert LEE,,
211,1240,BEL,LIVINGSTONE Doug (SCO),N,20,Robert MAERTENS,,
220,1386,FRA,BATTEAUX Albert (FRA),N,7,Robert MOUYNET,,
206,1146,BEL,BUTLER Jack (ENG),S,0,Robert PAVERICK,,
322,42,AUT,HICKERSBERGER Josef (AUT),S,3,Robert PECL,,
1014,8730,FRA,JACQUET Aime (FRA),N,11,Robert PIRES,,
1014,8736,CRO,BLAZEVIC Miroslav (BIH),S,8,Robert PROSINECKI,,G53'
322,201,YUG,OSIM Ivica (BIH),N,15,Robert PROSINECKI,,I55'
206,1156,ROU,BRAUN Coloman (ROU),N,0,Robert SADOWSKY,,
278,2216,AUT,SENEKOWITSCH Helmut (AUT),S,2,Robert SARA,C,
211,1240,BEL,LIVINGSTONE Doug (SCO),N,14,Robert VAN KERCKHOVEN,,
206,1150,BRA,PIMENTA Ademar (BRA),N,0,ROBERTO,,
322,180,ESP,SUAREZ Luis (ESP),S,15,ROBERTO,,
238,1608,ITA,FABBRI Edmondo (ITA),N,2,Roberto ANZOLIN,,
1014,8734,ARG,PASSARELLA Daniel (ARG),S,2,Roberto AYALA,,
322,42,ITA,VICINI Azeglio (ITA),N,15,Roberto BAGGIO,,
293,901,HON,DE LA PAZ Jose (HON),N,16,Roberto BAILEY,,
278,2347,ITA,BEARZOT Enzo (ITA),S,18,Roberto BETTEGA,,
250,1883,ITA,VALCAREGGI Ferruccio (ITA),S,20,Roberto BONINSEGNA,,
308,628,PAR,RE Cayetano (PAR),S,9,Roberto CABANAS,,
208,1185,BOL,PRETTO Mario (ITA),S,0,Roberto CAPPARELLI,,
1014,4000,BRA,ZAGALLO Mario (BRA),S,6,ROBERTO CARLOS,,
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Roberto CERRO,,
250,1780,PER,DIDI (BRA),S,7,Roberto CHALLE,,
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Roberto CORTES,GK,
1014,8726,ITA,MALDINI Cesare (ITA),S,16,Roberto DI MATTEO,,O57'
278,2253,BRA,COUTINHO Claudio (BRA),N,20,ROBERTO DINAMITE,,
322,42,ITA,VICINI Azeglio (ITA),S,17,Roberto DONADONI,,
231,1479,URU,CORAZZO Juan Carlos (URU),S,1,Roberto Eduardo SOSA,GK,
308,628,PAR,RE Cayetano (PAR),S,1,Roberto FERNANDEZ,GK,
238,1578,ARG,LORENZO Juan Carlos (ARG),S,8,Roberto FERRERO,,
231,1473,SUI,RAPPAN Karl (AUT),N,22,Roberto FRIGERIO,,
201,1096,MEX,LUQUE Juan (MEX),N,0,Roberto GAYON,,
238,1608,CHI,ALAMOS Luis (CHI),N,10,Roberto HODGE,,
204,1102,ARG,PASCUCCI Felipe (ITA),S,0,Roberto IRANETA,,
211,1315,URU,LOPEZ Juan (URU),N,6,Roberto LEOPARDI,,
322,42,ITA,VICINI Azeglio (ITA),N,18,Roberto MANCINI,,
250,1881,URU,HOHBERG Juan (URU),S,3,Roberto MATOSAS,,
278,2451,PER,CALDERON Marcos (PER),N,12,Roberto MOSQUERA,,
337,3052,ITA,SACCHI Arrigo (ITA),N,8,Roberto MUSSI,,
238,1578,ARG,LORENZO Juan Carlos (ARG),S,4,Roberto PERFUMO,,
250,1747,SLV,CARRASCO Hernan (CHI),S,2,Roberto RIVAS,,
278,2451,PER,CALDERON Marcos (PER),N,22,Roberto ROJAS,,
238,1608,ITA,FABBRI Edmondo (ITA),S,21,Roberto ROSATO,,
322,26,ARG,BILARDO Carlos (ARG),S,17,Roberto SENSINI,,Y27' O69'
262,1952,ARG,CAP Vladislao (ARG),N,18,Roberto TELCH,,I67'
308,459,ITA,BEARZOT Enzo (ITA),N,7,Roberto TRICELLA,,
97410100,97410011,BRA,PARREIRA Carlos Alberto (BRA),N,23,ROBINHO,,I69'
97410100,97410003,ENG,Sven-G�ran ERIKSSON (SWE),S,1,ROBINSON,GK,
322,342,ROU,JENEI Emerich (ROU),N,9,Rodion CAMATARU,,
308,585,URU,BORRAS Omar (URU),N,1,Rodolf RODRIGUEZ,,
293,764,CHI,SANTIBANEZ Luis Alberto (CHI),S,6,Rodolfo DUBO,,
278,2451,PER,CALDERON Marcos (PER),S,3,Rodolfo MANZO,,
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Rodolfo ORLANDINI,,
208,1185,URU,LOPEZ Juan (URU),N,0,Rodolfo PINI,,
250,1881,URU,HOHBERG Juan (URU),N,13,Rodolfo SANDOVAL,,
231,1498,ESP,HERRERA Helenio (ARG),N,17,RODRI,,
1014,8726,CHI,ACOSTA Nelson (URU),N,21,Rodrigo BARRERA,,
208,1187,MEX,VIAL Octavio (MEX),S,0,Rodrigo RUIZ,,
208,1187,BRA,COSTA Flavio (BRA),N,0,RODRIGUES,,
278,2253,BRA,COUTINHO Claudio (BRA),N,16,RODRIGUES NETO,,
97410100,97410005,ARG,Jos� P�KERMAN (ARG),S,18,RODRIGUEZ,,
43950100,43950012,CRC,GUIMARAES Alexandre (CRC),N,14,RODRIGUEZ,,
255931,300186494,SUI,HITZFELD Ottmar (GER),S,13,RODRIGUEZ,,
97410100,97410001,CRC,GUIMARAES Alexandre (CRC),N,22,RODRIGUEZ M.,,
308,628,PAR,RE Cayetano (PAR),S,5,Rogelio DELGADO,C,
231,1447,ARG,LORENZO Juan Carlos (ARG),N,12,Rogelio DOMINGUEZ,,
262,2003,CHI,ALAMOS Luis (CHI),N,19,Rogelio FARIAS,,
208,1230,SUI,ANDREOLI Franco (SUI),S,0,Roger BOCQUET,,
211,1240,ENG,WINTERBOTTOM Walter (ENG),S,3,Roger BYRNE,,
204,1104,FRA,KIMPTON George (ENG),N,0,Roger COURTOIS,,
322,26,CMR,NEPOMNYASHCHI Valeri (RUS),N,19,Roger FEUTMBA,,
322,127,CRC,MILUTINOVIC Bora (YUG),S,3,Roger FLORES,C,
322,127,CRC,MILUTINOVIC Bora (YUG),S,12,Roger GOMEZ,,
231,1490,ENG,WINTERBOTTOM Walter (ENG),N,18,Roger HUNT,,
322,75,SWE,NORDIN Olle (SWE),S,5,Roger LJUNG,,O70'
211,1276,FRA,PIBAROT Pierre (FRA),N,7,Roger MARCHE,,
211,1300,SUI,RAPPAN Karl (AUT),N,6,Roger MATHIS,,
293,833,CMR,VINCENT Jean (FRA),S,9,Roger MILLA,,O89'
337,3055,NOR,OLSEN Egil (NOR),N,14,Roger NILSEN,,
220,1386,FRA,BATTEAUX Albert (FRA),S,20,Roger PIANTONI,,G52'
208,1230,SUI,ANDREOLI Franco (SUI),S,0,Roger QUINCHE,,
204,1104,FRA,KIMPTON George (ENG),S,0,Roger RIO,,
262,2083,HAI,TASSY Antoine (HAI),N,15,Roger SAINT-VIL,,
211,1300,SUI,RAPPAN Karl (AUT),S,22,Roger VONLANTHEN,,
43950100,43950010,BRA,SCOLARI Luiz Felipe (BRA),N,22,ROGERIO,GK,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),N,13,ROJAS,,
255931,300186494,ECU,RUEDA Reinaldo (COL),N,9,ROJAS,,I77'
255931,300186477,ARG,SABELLA Alejandro (ARG),S,16,ROJO,,Y25'
278,2253,SWE,ERICSON Georg (SWE),N,14,Roland AMAN,,
278,2253,SWE,ERICSON Georg (SWE),N,20,Roland ANDERSSON,,
250,1883,SWE,BERGMARK Orvar (SWE),S,5,Roland GRIP,,
278,2216,AUT,SENEKOWITSCH Helmut (AUT),N,6,Roland HATTENBERGER,,
238,1578,ARG,LORENZO Juan Carlos (ARG),N,2,Roland IRUSTA,,
322,75,SWE,NORDIN Olle (SWE),S,6,Roland NILSSON,,
262,1995,SWE,ERICSON Georg (SWE),S,11,Roland SANDBERG,,
249722,300061489,POR,Carlos QUEIR�S (POR),N,4,ROLANDO,,
308,628,PAR,RE Cayetano (PAR),N,19,Rolando CHILAVERT,,
262,2003,CHI,ALAMOS Luis (CHI),S,2,Rolando GARCIA,,Y1'
231,1479,COL,PEDERNERA Adolfo (ARG),N,10,Rolando SERRANO,,
206,1179,NOR,HALVORSEN Asbjorn (NOR),S,0,Rolf HOLMBERG,,
206,1179,NOR,HALVORSEN Asbjorn (NOR),S,0,Rolf JOHANNESEN,,
278,2351,FRG,SCHOEN Helmut (FRG),S,4,Rolf RUESSMANN,,
231,1473,SUI,RAPPAN Karl (AUT),S,21,Rolf WUETHRICH,,G6'
262,1952,POL,GORSKI Kazimierz (POL),N,15,Roman JAKOBCZAK,,
1014,8727,AUT,PROHASKA Herbert (AUT),S,17,Roman MAHLICH,,
278,2351,POL,GMOCH Jacek (POL),N,20,Roman WOJCICKI,,
238,1608,ITA,FABBRI Edmondo (ITA),N,7,Romano FOGLI,,
97410100,97410014,TOG,PFISTER Otto (GER),S,15,ROMAO,,Y24'
97410100,97410005,CIV,MICHEL Henri (FRA),N,22,ROMARIC,,
262,2083,ITA,VALCAREGGI Ferruccio (ITA),S,4,Romeo BENETTI,,G66'
249722,300061460,ARG,MARADONA Diego (ARG),S,22,ROMERO,GK,
43950100,43950008,ESP,CAMACHO Jose Antonio (ESP),N,15,ROMERO,,I82'
206,1150,BRA,PIMENTA Ademar (BRA),S,0,ROMEU,,G25'
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Romildo ETCHEVERRY,,
43950100,43950003,DEN,OLSEN Morten (DEN),S,19,ROMMEDAHL,,
322,75,BRA,LAZARONI Sebastiao (BRA),N,11,ROM�RIO (Rom�rio de Souza Faria),,
231,1490,ENG,WINTERBOTTOM Walter (ENG),S,6,Ron FLOWERS,,P60'
220,1407,WAL,MURPHY James (WAL),N,8,Ron HEWITT,,
231,1490,ENG,WINTERBOTTOM Walter (ENG),S,1,Ron SPRINGETT,GK,
211,1240,ENG,WINTERBOTTOM Walter (ENG),S,2,Ron STANIFORTH,,
220,1372,ENG,WINTERBOTTOM Walter (ENG),N,15,Ronald CLAYTON,,
1014,8726,CHI,ACOSTA Nelson (URU),S,3,Ronald FUENTES,,
322,127,CRC,MILUTINOVIC Bora (YUG),S,4,Ronald GONZALEZ,,
322,151,NED,BEENHAKKER Leo (NED),S,4,Ronald KOEMAN,,
231,1479,URU,CORAZZO Juan Carlos (URU),S,19,Ronald LANGON,,
322,127,CRC,MILUTINOVIC Bora (YUG),N,15,Ronald MARIN,,
278,2351,FRG,SCHOEN Helmut (FRG),N,19,Ronald WORM,,
337,3057,BRA,PARREIRA Carlos Alberto (BRA),N,4,RONALDAO,,
43950100,43950010,BRA,SCOLARI Luiz Felipe (BRA),S,11,RONALDINHO,,O67'
337,3057,BRA,PARREIRA Carlos Alberto (BRA),N,20,RONALDO,,
249722,300061489,POR,Carlos QUEIR�S (POR),S,7,RONALDO,C,Y21'
250,1883,SWE,BERGMARK Orvar (SWE),S,1,Ronnie HELLSTROM,GK,
322,161,IRL,CHARLTON Jack (ENG),N,6,Ronnie WHELAN,,
1014,8725,NOR,OLSEN Egil (NOR),S,3,Ronny JOHNSEN,,
250,1883,SWE,BERGMARK Orvar (SWE),N,17,Ronny PETTERSSON,,
97410100,97410003,ENG,Sven-G�ran ERIKSSON (SWE),N,9,ROONEY,,
43950100,43950010,BRA,SCOLARI Luiz Felipe (BRA),S,4,ROQUE JR,,
208,1185,URU,LOPEZ Juan (URU),S,0,Roque MASPOLI,GK,
1014,8728,BUL,BONEV Hristo (BUL),N,21,Rosen KIRILOV,,
97410100,97410004,SWE,Lars LAGERB�CK (SWE),N,22,ROSENBERG,,
208,1208,ESP,EIZAGUIRRE Guillermo (ESP),S,0,ROSENDO HERNANDEZ,,
97410100,97410010,CZE,BRUCKNER Karel (CZE),S,10,ROSICKY,,G36' G76' Y81' O86'
293,1012,TCH,VENGLOS Jozef (SVK),N,6,Rostilav VOJACEK,,
97410100,97410015,UKR,BLOKHIN Oleg (UKR),S,21,ROTAN,,O64'
308,517,SCO,FERGUSON Alex (SCO),S,8,Roy AITKEN,,
278,2253,SWE,ERICSON Georg (SWE),S,3,Roy ANDERSSON,,
208,1192,ENG,WINTERBOTTOM Walter (ENG),S,0,Roy BENTLEY,,
337,3052,IRL,CHARLTON Jack (ENG),S,6,Roy KEANE,,
322,127,CRC,MILUTINOVIC Bora (YUG),N,17,Roy MYERS,,
220,1421,NIR,DOHERTY Peter (NIR),N,18,Roy REA,,
220,1407,WAL,MURPHY James (WAL),N,18,Roy VERNON,,
1014,8738,USA,SAMPSON Steve (USA),N,7,Roy WEGERLE,,I65'
97410100,97410010,CZE,BRUCKNER Karel (CZE),S,22,ROZEHNAL,,Y16'
262,1952,ARG,CAP Vladislao (ARG),S,2,Ruben AYALA,,
250,1881,URU,HOHBERG Juan (URU),N,17,Ruben BARENO,,
278,2216,ESP,KUBALA Ladislao (ESP),S,20,RUBEN CANO,,
262,2098,URU,PORTA Roberto (URU),N,11,Ruben CORBO,,
250,1780,PER,DIDI (BRA),N,12,Ruben CORREA,,
278,2451,PER,CALDERON Marcos (PER),S,5,Ruben DIAZ,,
278,2199,ARG,MENOTTI Cesar Luis (ARG),N,8,Ruben GALVAN,,
262,1952,ARG,CAP Vladislao (ARG),N,9,Ruben GLARIA,,
231,1479,URU,CORAZZO Juan Carlos (URU),N,17,Ruben GONZALEZ,,
322,119,COL,MATURANA Francisco (COL),N,22,Ruben HERNANDEZ,,
238,1608,CHI,ALAMOS Luis (CHI),S,12,Ruben MARCOS,,
208,1185,URU,LOPEZ Juan (URU),N,0,Ruben MORAN,,
231,1447,ARG,LORENZO Juan Carlos (ARG),S,15,Ruben NAVARRO,C,Y1'
278,2199,ARG,MENOTTI Cesar Luis (ARG),N,18,Ruben PAGNANINI,,
308,585,URU,BORRAS Omar (URU),N,18,Ruben PAZ,,
322,180,URU,TABAREZ Oscar (URU),S,20,Ruben PEREIRA,,O65'
1014,8728,PAR,CARPEGIANI (BRA),N,22,Ruben RUIZ DIAZ,,
231,1479,URU,CORAZZO Juan Carlos (URU),N,15,Ruben SORIA,,
231,1447,ARG,LORENZO Juan Carlos (ARG),N,19,Ruben SOSA,,
322,180,URU,TABAREZ Oscar (URU),S,11,Ruben SOSA,,
211,1249,BRA,MOREIRA Zeze (BRA),N,20,RUBENS,,
220,1323,FRG,HERBERGER Sepp (FRG),N,18,Rudi HOFFMANN,,
278,2351,FRG,SCHOEN Helmut (FRG),N,21,Rudi KARGUS,,
337,3054,BEL,VAN HIMST Paul (BEL),S,5,Rudi SMIDTS,,
204,1104,AUT,MEISL Hugo (AUT),S,0,Rudi VIERTL,,
308,585,FRG,BECKENBAUER Franz (GER),S,9,Rudi VOELLER,,
337,3049,GER,VOGTS Berti (GER),N,13,Rudi VOELLER,,
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Rudolf BUERGER,,
206,1165,GER,HERBERGER Sepp (FRG),S,0,Rudolf GELLESCH,,
204,1108,GER,NERZ Otto (GER),N,0,Rudolf GRAMLICH,,
204,1141,ROU,RADULESCU Constantin (ROU),S,0,Rudolf KOTORMANY,,
204,1141,TCH,PETRU Karel (TCH),S,0,Rudolf KRCIL,,
204,1108,GER,NERZ Otto (GER),N,0,Rudolf NOACK,,
204,1104,AUT,MEISL Hugo (AUT),N,0,Rudolf RAFTL,,
206,1165,GER,HERBERGER Sepp (FRG),S,0,Rudolf RAFTL,GK,
220,1326,AUT,ARGAUER Josef (AUT),S,1,Rudolf SZANWALD,GK,
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Rudolf WETZER,,
43950100,43950008,SVN,KATANEC Srecko (SVN),S,13,RUDONJA,,
208,1230,SUI,ANDREOLI Franco (SUI),N,0,Ruedi GYGER,,
278,2351,FRG,SCHOEN Helmut (FRG),S,7,Ruediger ABRAMCZIK,,
262,1955,GDR,BUSCHNER Georg (GER),N,6,Ruediger SCHNUPHASE,,
337,3061,NGA,WESTERHOF Clemens (NED),S,1,RUFAI,GKC,
255931,300186496,FRA,DESCHAMPS Didier (FRA),N,16,RUFFIER,GK,
308,538,POR,JOSE TORRES (POR),N,19,RUI AGUAS,,
43950100,43950016,POR,OLIVEIRA Antonio (POR),S,10,RUI COSTA,,O80'
43950100,43950016,POR,OLIVEIRA Antonio (POR),S,23,RUI JORGE,,O69'
97410100,97410008,ANG,GONCALVES Luis (ANG),N,15,RUI MARQUES,,
255931,300186475,POR,PAULO BENTO (POR),S,12,RUI PATRICIO,GK,
255931,300186489,CRC,PINTO Jorge Luis (COL),S,10,RUIZ B.,C,O83'
249722,300061471,SRB,ANTIC Radomir (SRB),N,2,RUKAVINA,,
249722,300111116,AUS,VERBEEK Pim (NED),N,17,RUKAVYTSYA,,I64'
262,1995,BUL,MLADENOV Hristo (BUL),S,1,Rumen GORANOV,GK,
337,3055,NOR,OLSEN Egil (NOR),S,4,Rune BRATSETH,C,
204,1102,SWE,NAGY Joszef (HUN),S,0,Rune CARLSSON,,
97410100,97410015,UKR,BLOKHIN Oleg (UKR),S,6,RUSOL,,Y17'
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,RUSSINHO,,
43950100,43950010,TUR,GUNES Senol (TUR),S,1,RUSTU ,GK,
262,2098,NED,MICHELS Rinus (NED),N,1,Ruud GEELS,,
322,151,NED,BEENHAKKER Leo (NED),S,10,Ruud GULLIT,C,
1014,8733,NED,HIDDINK Guus (NED),N,22,Ruud HESP,,
262,2098,NED,MICHELS Rinus (NED),S,12,Ruud KROL,,
208,1187,BRA,COSTA Flavio (BRA),N,0,RUY,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),S,1,RYAN,GK,
238,1710,PRK,MYUNG Rye Hyun (PRK),N,20,RYOO Chang Kil,,
308,674,POL,PIECHNICZEK Antoni (POL),S,13,Ryszard KOMORNICKI,,
206,1150,POL,KALUZA Jozef (POL),S,0,Ryszard PIEC,,
308,674,POL,PIECHNICZEK Antoni (POL),N,7,Ryszard TARASIEWICZ,,
255931,300186499,RUS,CAPELLO Fabio (ITA),N,16,RYZHIKOV,GK,
43950100,43950014,POL,ENGEL Jerzy (POL),N,5,RZASA,,
43950100,43950014,KOR,HIDDINK Guus (NED),S,6,S C YOO,,G53' O61'
255931,300186499,KOR,HONG Myungbo (KOR),N,21,S G KIM,GK,
322,57,KOR,LEE Hoe Taik (KOR),S,18,S H HWANG,,
337,3050,KOR,KIM Ho Kon (KOR),N,16,S J HA,,I73'
255931,300186499,KOR,HONG Myungbo (KOR),S,1,S R JUNG,GK,
255931,300186499,KOR,HONG Myungbo (KOR),N,18,S W KIM,,
43950100,43950014,KOR,HIDDINK Guus (NED),N,3,S Y CHOI,,
255931,300186499,KOR,HONG Myungbo (KOR),S,16,S Y KI,,Y30'
255931,300186499,KOR,HONG Myungbo (KOR),S,3,S Y YUN,,
255931,300186512,GHA,APPIAH James (GHA),N,1,S. ADAMS,GK,
337,3058,KSA,SOLARI Jorge (ARG),N,12,S. AL-JABER,,
1014,8729,KSA,PARREIRA Carlos Alberto (BRA),S,10,S. AL-OWAIRAN,,O79'
97410100,97410009,GHA,DUJKOVIC Ratomir (SRB),S,10,S. APPIAH,C,
255931,300186507,CIV,LAMOUCHI Sabri (FRA),S,17,S. AURIER,,
43950100,43950001,SEN,METSU Bruno (FRA),N,9,S. CAMARA,,
43950100,43950009,MEX,Javier AGUIRRE (MEX),S,16,S. CARMONA,,
97410100,97410002,ECU,SUAREZ Luis (COL),S,14,S. CASTILLO,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),N,20,S. CAZORLA,,
255931,300186489,URU,TABAREZ Oscar (URU),N,19,S. COATES,,
43950100,43950016,POR,OLIVEIRA Antonio (POR),S,11,S. CONCEICAO,,
1014,8735,IRN,TALEBI Jalal (IRN),N,8,S. DINMOHAMMADI,,
1014,8735,IRN,TALEBI Jalal (IRN),N,18,S. HAMEDANI,,
97410100,97410004,TRI,BEENHAKKER Leo (NED),S,14,S. JOHN,,
43950100,43950009,MEX,Javier AGUIRRE (MEX),S,13,S. MERCADO,,
43950100,43950001,SEN,METSU Bruno (FRA),N,20,S. NDIAYE,,
337,3058,KSA,SOLARI Jorge (ARG),S,10,S. OWAIRAN,,O69'
1014,8740,TUN,KASPERCZAK Henryk (POL),S,3,S. TRABELSI,C,
43950100,43950003,URU,PUA Victor (URU),S,13,S.ABREU,,O88'
249722,300061478,DEN,OLSEN Morten (DEN),S,15,S.B. POULSEN,,
97410100,97410007,IRN,IVANKOVIC Branko (CRO),N,3,S.BAKHTIARIZADEH,,
249722,300061453,URU,TABAREZ Oscar (URU),N,21,S.FERNANDEZ,,
97410100,97410016,KSA,MARCOS PAQUETA (BRA),N,11,SAAD,,
293,1012,KUW,PARREIRA Carlos Alberto (BRA),S,6,Saad AL HUTTI,C,
322,151,EGY,EL GOHARY Mahmoud (EGY),N,15,Saber EID,,
249722,300061495,HON,MENDOZA Alexis (COL),N,16,SABILLON,,
97410100,97410001,CRC,GUIMARAES Alexandre (CRC),N,19,SABORIO A.,,
1014,8740,TUN,KASPERCZAK Henryk (POL),N,20,Sabri JABALLAH,,
308,628,IRQ,EVARISTO (BRA),N,9,SADDAM KARIM,,
278,2433,TUN,CHETALI Abdelmajid (TUN),N,1,Sadok SASSI,,
293,1044,YUG,MILJANIC Miljan (SRB),S,13,Safet SUSIC,,
249722,300061453,FRA,DOMENECH Raymond (FRA),S,2,SAGNA,,
43950100,43950001,FRA,LEMERRE Roger (FRA),N,19,SAGNOL,,
97410100,97410013,FRA,DOMENECH Raymond (FRA),N,14,SAHA,,I70'
1014,8725,MAR,MICHEL Henri (FRA),S,8,Said CHIBA,,Y79'
337,3054,MAR,BLINDA Abdellah (MAR),N,12,Said DGHAY,,
97410100,97410016,TUN,LEMERRE Roger (FRA),N,21,SAIDI  ,,
249722,300061465,ALG,SAADANE Rabah (ALG),N,10,SAIFI,,I81'
255931,300186507,JPN,ZACCHERONI Alberto (ITA),N,20,SAITO,,
255931,300186496,FRA,DESCHAMPS Didier (FRA),S,5,SAKHO,,
293,741,ALG,MEKHLOUFI Rachid (ALG),S,7,Salah ASSAD,,
278,2433,TUN,CHETALI Abdelmajid (TUN),N,14,Salah KAROUI,,I81'
293,741,ALG,MEKHLOUFI Rachid (ALG),N,12,Salah LARBES,,I88'
1014,8725,MAR,MICHEL Henri (FRA),S,14,Salaheddine BASSIR,,
